tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr24448,22, Private, 229987, Some-college, 10, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Female, 0, 0, 32, United-States, <=50K
tr24449,25, Private, 312338, Assoc-voc, 11, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr24450,58, Private, 225394, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, <=50K
tr24451,24, Private, 373718, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr24452,48, State-gov, 120131, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 8614, 0, 40, United-States, >50K
tr24453,20, Private, 472789, 1st-4th, 2, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 30, El-Salvador, <=50K
tr24454,60, Self-emp-not-inc, 27886, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24455,20, Private, 138352, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, United-States, <=50K
tr24456,52, Private, 123011, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24457,36, Private, 306567, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24458,46, Local-gov, 187749, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
tr24459,22, Private, 260594, 11th, 7, Never-married, Sales, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
tr24460,19, Private, 236879, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr24461,37, Private, 186808, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24462,30, Private, 373213, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
tr24463,44, Private, 187629, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr24464,63, ?, 106648, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 25, United-States, <=50K
tr24465,22, Private, 305781, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, Canada, <=50K
tr24466,31, Self-emp-inc, 256362, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 3908, 0, 50, United-States, <=50K
tr24467,17, Private, 239947, 11th, 7, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24468,21, Private, 349041, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24469,67, Private, 105252, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24470,46, Private, 182715, 7th-8th, 4, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24471,29, Private, 166210, HS-grad, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr24472,20, Private, 113200, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 6, United-States, <=50K
tr24473,27, Private, 142075, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, <=50K
tr24474,35, Private, 454843, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24475,19, Private, 142219, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr24476,36, Private, 112512, 12th, 8, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
tr24477,43, Private, 212894, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr24478,62, State-gov, 265201, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24479,28, Private, 251905, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 2339, 40, Canada, <=50K
tr24480,18, Private, 170627, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr24481,59, Private, 354037, Prof-school, 15, Married-civ-spouse, Transport-moving, Husband, Black, Male, 15024, 0, 50, United-States, >50K
tr24482,37, Private, 259089, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24483,27, Private, 21856, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr24484,46, Local-gov, 207946, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
tr24485,29, Private, 77009, 11th, 7, Separated, Sales, Not-in-family, White, Female, 0, 2754, 42, United-States, <=50K
tr24486,33, Private, 36539, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24487,62, Private, 176811, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24488,46, Private, 456062, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 55, United-States, >50K
tr24489,28, Private, 277746, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24490,22, Private, 288132, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr24491,46, Federal-gov, 344415, Masters, 14, Married-civ-spouse, Armed-Forces, Husband, White, Male, 0, 1887, 40, United-States, >50K
tr24492,54, Self-emp-inc, 206964, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 40, United-States, >50K
tr24493,34, Private, 198091, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 72, United-States, <=50K
tr24494,67, ?, 150264, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, Canada, >50K
tr24495,62, Private, 588484, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, >50K
tr24496,30, Private, 113364, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Poland, <=50K
tr24497,19, Private, 270551, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr24498,49, ?, 31478, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 99, United-States, <=50K
tr24499,27, Private, 190525, Assoc-voc, 11, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
tr24500,36, Private, 153066, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24501,52, Private, 150393, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24502,47, Private, 99911, 12th, 8, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
tr24503,64, Private, 169482, Some-college, 10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24504,56, ?, 32855, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24505,53, Private, 194501, 11th, 7, Widowed, Other-service, Own-child, White, Female, 0, 0, 47, United-States, <=50K
tr24506,53, Private, 177705, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, >50K
tr24507,31, Private, 123983, Some-college, 10, Separated, Sales, Unmarried, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K
tr24508,41, Private, 138975, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 45, United-States, >50K
tr24509,45, Local-gov, 235431, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr24510,63, ?, 83043, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 2179, 45, United-States, <=50K
tr24511,45, State-gov, 130206, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr24512,23, Private, 210053, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
tr24513,39, Local-gov, 249392, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 72, United-States, <=50K
tr24514,31, Private, 87418, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24515,35, Self-emp-not-inc, 190387, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr24516,54, Private, 176240, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 60, United-States, >50K
tr24517,22, ?, 211013, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, Mexico, <=50K
tr24518,40, Local-gov, 105862, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 5455, 0, 40, United-States, <=50K
tr24519,55, Self-emp-not-inc, 185195, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24520,31, Private, 173495, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24521,58, Self-emp-inc, 78634, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr24522,31, Private, 147284, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 99, United-States, >50K
tr24523,46, Self-emp-not-inc, 82572, HS-grad, 9, Widowed, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr24524,38, Private, 154641, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24525,22, Local-gov, 39236, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 594, 0, 25, United-States, <=50K
tr24526,17, ?, 64785, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr24527,48, Self-emp-not-inc, 179337, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, England, <=50K
tr24528,73, Private, 173047, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, United-States, <=50K
tr24529,25, Private, 264012, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24530,53, Federal-gov, 227836, Some-college, 10, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24531,46, Private, 321327, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 45, United-States, >50K
tr24532,45, Self-emp-inc, 108100, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 99999, 0, 25, ?, >50K
tr24533,37, Private, 146398, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr24534,30, Private, 324120, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24535,29, Private, 367329, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24536,29, State-gov, 301582, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24537,75, ?, 222789, Bachelors, 13, Widowed, ?, Not-in-family, White, Female, 0, 0, 6, United-States, <=50K
tr24538,58, Private, 170108, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24539,42, Self-emp-not-inc, 82297, 7th-8th, 4, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 50, United-States, <=50K
tr24540,62, Local-gov, 180162, 9th, 5, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 24, United-States, <=50K
tr24541,45, Local-gov, 348172, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 7298, 0, 40, United-States, >50K
tr24542,38, Private, 809585, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24543,36, Self-emp-not-inc, 67728, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24544,70, ?, 163057, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 2009, 0, 40, United-States, <=50K
tr24545,42, Self-emp-not-inc, 102069, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr24546,47, Local-gov, 149700, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 35, United-States, >50K
tr24547,42, Self-emp-not-inc, 109273, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24548,43, Private, 393354, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 38, United-States, >50K
tr24549,37, Private, 226947, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24550,36, State-gov, 86805, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7298, 0, 39, United-States, >50K
tr24551,27, Private, 493689, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 40, France, <=50K
tr24552,54, Private, 299324, 5th-6th, 3, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, Mexico, <=50K
tr24553,48, Self-emp-not-inc, 353012, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, >50K
tr24554,29, Private, 174419, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
tr24555,29, Private, 209472, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 38, United-States, <=50K
tr24556,37, Private, 295127, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 47, United-States, <=50K
tr24557,55, Self-emp-inc, 182273, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24558,67, Private, 228200, HS-grad, 9, Married-civ-spouse, Priv-house-serv, Wife, Black, Female, 0, 0, 20, United-States, <=50K
tr24559,51, Private, 263836, HS-grad, 9, Widowed, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr24560,35, Private, 178948, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
tr24561,41, Private, 43945, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, <=50K
tr24562,64, Self-emp-not-inc, 253296, HS-grad, 9, Widowed, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr24563,23, Private, 240137, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 55, Mexico, <=50K
tr24564,49, Private, 24712, Bachelors, 13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 35, Philippines, <=50K
tr24565,38, Self-emp-not-inc, 342635, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, <=50K
tr24566,62, Private, 115387, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
tr24567,62, Self-emp-not-inc, 182998, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 10, United-States, <=50K
tr24568,70, ?, 133248, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 14, United-States, <=50K
tr24569,45, Self-emp-not-inc, 246891, Masters, 14, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24570,20, Private, 30035, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr24571,38, Private, 175232, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr24572,50, Self-emp-inc, 140516, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24573,40, Private, 64980, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 55, United-States, >50K
tr24574,30, Private, 155781, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K
tr24575,28, Self-emp-not-inc, 227890, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 50, United-States, >50K
tr24576,62, Self-emp-not-inc, 162249, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr24577,31, Private, 165949, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24578,40, Private, 445382, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24579,34, Private, 211948, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 1590, 40, United-States, <=50K
tr24580,53, Private, 163678, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24581,42, Private, 89413, 12th, 8, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24582,26, Private, 289700, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 25, United-States, <=50K
tr24583,51, Private, 163826, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24584,43, Private, 169031, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24585,42, Private, 54611, Some-college, 10, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24586,31, Private, 130620, 11th, 7, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, India, <=50K
tr24587,26, Private, 328663, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, United-States, <=50K
tr24588,50, Private, 169646, Bachelors, 13, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
tr24589,35, Private, 186815, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24590,53, ?, 150393, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 1504, 35, United-States, <=50K
tr24591,20, Private, 82777, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 16, United-States, <=50K
tr24592,31, Local-gov, 178449, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24593,28, Private, 51672, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr24594,46, Private, 380162, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr24595,21, Private, 212114, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 8, United-States, <=50K
tr24596,41, Self-emp-not-inc, 100800, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 70, United-States, >50K
tr24597,30, Private, 162572, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, >50K
tr24598,66, Self-emp-inc, 179951, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, <=50K
tr24599,37, Self-emp-inc, 190759, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
tr24600,74, State-gov, 236012, 7th-8th, 4, Widowed, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr24601,46, State-gov, 164023, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 70, United-States, >50K
tr24602,51, Private, 172046, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
tr24603,33, Private, 182926, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr24604,30, Private, 151001, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 3464, 0, 40, Mexico, <=50K
tr24605,47, Self-emp-inc, 362835, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24606,49, Private, 97883, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24607,53, Private, 91911, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Female, 0, 0, 48, United-States, <=50K
tr24608,24, Private, 278130, Assoc-voc, 11, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24609,54, Private, 146310, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24610,32, Private, 379412, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24611,45, Private, 37987, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr24612,46, Self-emp-inc, 256909, HS-grad, 9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 3325, 0, 45, United-States, <=50K
tr24613,37, State-gov, 482927, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
tr24614,48, State-gov, 44434, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 61, United-States, >50K
tr24615,25, Private, 255474, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24616,28, ?, 303674, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 3103, 0, 20, United-States, <=50K
tr24617,44, ?, 195488, 12th, 8, Separated, ?, Not-in-family, White, Female, 0, 0, 36, Puerto-Rico, <=50K
tr24618,58, ?, 114362, Some-college, 10, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 30, United-States, <=50K
tr24619,27, Private, 341504, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24620,69, Private, 197080, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Male, 0, 0, 8, United-States, <=50K
tr24621,38, Private, 102945, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K
tr24622,47, Private, 503454, 12th, 8, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
tr24623,30, Self-emp-not-inc, 87561, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
tr24624,46, Private, 270693, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 3674, 0, 30, United-States, <=50K
tr24625,27, Private, 252813, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr24626,19, Private, 574271, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr24627,18, Private, 184016, HS-grad, 9, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female, 3103, 0, 40, United-States, <=50K
tr24628,24, Private, 235071, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24629,32, Private, 158242, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24630,19, Private, 277695, Preschool, 1, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 36, Hong, <=50K
tr24631,28, Private, 23324, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24632,39, Local-gov, 316582, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
tr24633,38, Self-emp-not-inc, 176657, Some-college, 10, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 60, Japan, <=50K
tr24634,42, Private, 93770, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24635,31, Private, 124569, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24636,46, Private, 117313, 9th, 5, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Ireland, <=50K
tr24637,53, Private, 53812, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 54, United-States, <=50K
tr24638,21, Private, 170456, Assoc-acdm, 12, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr24639,48, Self-emp-not-inc, 115971, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24640,46, Private, 31432, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3103, 0, 52, United-States, >50K
tr24641,30, Private, 112383, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr24642,24, Private, 283092, HS-grad, 9, Never-married, Adm-clerical, Other-relative, Black, Male, 0, 0, 40, Jamaica, <=50K
tr24643,32, Private, 27207, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr24644,30, Private, 46712, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24645,57, State-gov, 19520, Doctorate, 16, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
tr24646,56, Private, 98630, 7th-8th, 4, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24647,38, Private, 136629, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Iran, <=50K
tr24648,19, Private, 407759, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24649,61, Self-emp-not-inc, 221884, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24650,28, Private, 274964, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 38, United-States, <=50K
tr24651,50, Self-emp-inc, 160107, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
tr24652,43, Private, 167265, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 84, United-States, >50K
tr24653,34, Private, 148226, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 48, United-States, <=50K
tr24654,28, Private, 153869, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
